업종명,업소명,소재지(도로명),소재지전화
일반음식점,니뽕내뽕,경기도 하남시 덕풍동로 111-21  1층 117  118호 (덕풍동),031 -791 -3100
일반음식점,나도미,경기도 하남시 신평로 39-1  1층 (덕풍동),031 -793 -5421
일반음식점,만두집,경기도 하남시 미사대로 672  1  2층 (신장동),031 -793 -9317
일반음식점,피아노,경기도 하남시 신장1로9번길 40  1층 (신장동),
일반음식점,호야,경기도 하남시 하남대로 843  1층 107호 (덕풍동  신정프라자),031 -795 -7933
일반음식점,땅스 부대찌개,경기도 하남시 신장로 160  1층 (덕풍동),031 -795 -7373
일반음식점,투썸 플레이스,경기도 하남시 덕풍동로 111-33  1층 101  102호 (덕풍동),031 -791 -9531
일반음식점,하남 양곱창,경기도 하남시 신장로154번길 69  1층 (덕풍동),031 -796 -1747
일반음식점,오병이어,경기도 하남시 하남대로105번길 8  1층 (상산곡동),031 -796 -7009
일반음식점,백채김치찌개 하남신장점,경기도 하남시 신장로 104  1층 117  118호 (신장동  성원상떼빌),031 -796 -2606
일반음식점,아초원,경기도 하남시 감일남로52번길 21-29  2층 (감일동),02  -449 -4490
일반음식점,예나분식,경기도 하남시 대청로 119-1  1층 115  116호 (창우동  부영상가),031 -796 -7717
일반음식점,지호한방삼계탕(오륜점),경기도 하남시 감일남로 18  1층 (감일동),02  -406 -3339
일반음식점,삼대돈카츠&만만주,경기도 하남시 미사강변대로226번안길 9  미사드림타워 107  108호 (망월동),031 -792 -8586
일반음식점,양파네 분식,경기도 하남시 천현로39번길 7  1층 (신장동  좌측끝),031 -792 -0239
일반음식점,막걸리총각 전처녀,경기도 하남시 신장로136번길 7  1층 4호 (덕풍동),031 -794 -7945
일반음식점,케이준치킨 덕풍점,경기도 하남시 하남대로861번길 5  1층 (덕풍동),031 -791 -7942
일반음식점,인정원,경기도 하남시 하남대로292번길 30  1층 (상산곡동),031 -793 -6164
일반음식점,궁가네 김밥  수제비,경기도 하남시 역말로 54  B동 1층 (덕풍동),070 -8872-0959
일반음식점,이은영 김밥,경기도 하남시 대청로116번길 59-1  꿈동산신안아파트 주상가동 지하층6호 7호 (창우동),031 -793 -5252
일반음식점,꿀삐 닭강정 하남덕풍점,경기도 하남시 신장로 157  1층 (덕풍동), 031- 792-0899
일반음식점,가장 맛있는 족발,경기도 하남시 신장로 107  1층 (신장동),031 -794 -5849
일반음식점,바불리 옛날왕만두,경기도 하남시 신장로 156  1층 111호 (덕풍동),
일반음식점,제이스 푸드,경기도 하남시 수리북로13번길 16  1층 (덕풍동),031 -792 -9918
일반음식점,오늘도 웃자(초이점),경기도 하남시 초광로 102  1층 (광암동),  02-3426-2233
일반음식점,강가네 닭한마리,경기도 하남시 덕풍동로 111-50  1층 116  117호 (덕풍동),031 -794 -3399
일반음식점,스시오지상,경기도 하남시 신평로55번길 22  1층 103호 (덕풍동  외 2필지),031 -791 -2234
일반음식점,청년냉쌈(하남직영점),경기도 하남시 대청로59번길 15-1  지하층 3  4호 (신장동  한국(아)상가),031 -795 -6633
일반음식점,제주세호해장국,경기도 하남시 검단산로 232  1층 (창우동),031 -791 -7967
일반음식점,다락방곱창,경기도 하남시 신평로55번길 22  1층 (덕풍동),070 -8221-7118
일반음식점,해조음 커피도,경기도 하남시 감일남로 16  3층 (감일동),02  -430 -6642
일반음식점,한앤둘 치킨점,경기도 하남시 신장1로9번길 55  1층 (신장동), 031- 795-5777
일반음식점,제주 선채향 미사직영점,경기도 하남시 신평로168번길 90  2동 1층 (신장동),031 -793 -0009
일반음식점,어게인,경기도 하남시 하남대로 779  지하1층 (신장동),031 -792 -9977
일반음식점,마르첼 에프엔씨,경기도 하남시 대성로95번길 83  1층 (춘궁동),031 -792 -5490
일반음식점,평산갈비,경기도 하남시 하남대로776번길 61-5  1층 (신장동),031 -794 -9330
일반음식점,전주집,경기도 하남시 천현로 73  1층 111  112호 (신장동  백조현대(아)116동상가),031 -792 -3829
일반음식점,함지박,경기도 하남시 춘궁로 94  1층 (하사창동),031 -793 -3313
일반음식점,흠커피,경기도 하남시 서하남로418번길 30  1층 (춘궁동),031 -795 -0168
일반음식점,티버즈 T ' Birds,경기도 하남시 하남대로784번길 8  1층 (신장동),070 -7607-4531
일반음식점,제니스,경기도 하남시 하남대로 780  5층 (신장동),
일반음식점,신참 떡볶이,경기도 하남시 하남대로 782  1층 (신장동),070 -8658-1423
일반음식점,감탄(하남풍산점),경기도 하남시 덕풍동로 111-10  A동 1층 108호 (덕풍동  트윈렉스1),031 -796 -5889
일반음식점,풀하우스 한식 야식,경기도 하남시 천현로 5-1  지하1층 (천현동),
일반음식점,시크릿,경기도 하남시 덕풍동로 111-10  2층 204호 (덕풍동  트윈렉스상가 1),031 -791 -9829
일반음식점,검단 소머리국밥,경기도 하남시 검단산로218번길 27  1층 (창우동),031 -796 -1259
일반음식점,오븐마루,경기도 하남시 덕풍동로 111-10  1층 118  119호 (덕풍동  트윈렉스상가1),031 -792 -1991
일반음식점,수니네,경기도 하남시 수리북로 33  1층 (덕풍동),031 -795 -9847
일반음식점,덕풍 손칼국수,경기도 하남시 신장로154번길 51  A동 1층 102호 (덕풍동),031 -795 -4228
일반음식점,집밥(한식부페),경기도 하남시 샘재로 37  2층 (교산동),031 -792 -2948
일반음식점,뽕사부,경기도 하남시 미사대로 572  1층 (덕풍동), 031- 793-0331
일반음식점,바니포차,경기도 하남시 역말로 29  1층 3호 (덕풍동),031 -794 -0744
일반음식점,하남 도래창 구이,경기도 하남시 수리북로 21  1층 107호 (덕풍동),031 -795 -3665
일반음식점,공가네 한우국밥 전문점,경기도 하남시 미사대로 572  1층 (덕풍동), 031- 796-3210
일반음식점,숲길 FORESTWAY(숲길 포레스트웨이),경기도 하남시 하남대로302번길 125  1층 (상산곡동),031 -794 -2238
일반음식점,명가 남원추어탕,경기도 하남시 하남대로 1037  1층 (풍산동),031 -791 -8905
일반음식점,리치,경기도 하남시 수리남로 4  2층 (덕풍동),031 -795 -9212
일반음식점,뜨돈 하남 성공 호수공원점,경기도 하남시 미사강변중앙로 165  강변 신성프라자 2층 201호 (망월동),031 -255 -5381
일반음식점,낭만찾기,경기도 하남시 신평로61번길 11  1층 (신장동),0317-9161-18
일반음식점,싱싱 생삼겹살,경기도 하남시 신평로 36  101  102호 (덕풍동  벽산블루밍아파트상가), 031- 791-2068
일반음식점,아.빠.찜,경기도 하남시 월호로 60  1층 (덕풍동),031 -793 -0019
일반음식점,플로스 flos,경기도 하남시 월호로 56  2층 (덕풍동),
일반음식점,장위동 유성집,경기도 하남시 덕풍로 71  1층 101  102호 (덕풍동),031 -793 -0610
일반음식점,제주덕구,경기도 하남시 덕풍로65번길 25  1층 101호 (덕풍동),031 -794 -5592
일반음식점,정 마구로야,경기도 하남시 덕풍북로251번길 20  1층 (덕풍동), 031- 793-8996
일반음식점,강변손두부,경기도 하남시 미사동로 105-1  1층 (미사동),031 -791 -6470
일반음식점,미사강변 곤드레밥집,경기도 하남시 미사동로 105  1층 (미사동),031 -792 -8551
일반음식점,불티나,경기도 하남시 수리남로 5  지하1층 (덕풍동),031 -795 -1907
일반음식점,원조마포 소금구이,경기도 하남시 덕풍동로 111-15  1층 (덕풍동  리치플러스 101호),070 -4133-5321
일반음식점,이모네,경기도 하남시 대성로299번길 32  1층 (덕풍동),070 -8118-0968
일반음식점,지코바 신장1호점,경기도 하남시 대청로 50-1  1층 5 6호 (신장동),031 -794 -9238
일반음식점,OSTERIA 308(오스테리아308),경기도 하남시 미사대로 520  현대지식산업센터 한강미사2차(25BL) 2층 DC02-022 DC02-023호 (덕풍동),070 -8834-6673
일반음식점,뚱이 순대국,경기도 하남시 하남대로776번길 55 (신장동),031 -793 -9582
일반음식점,조선옥,경기도 하남시 미사동로 93 (미사동 1층),
일반음식점,개성손만두,경기도 하남시 하남대로 416 (하산곡동 1층),031 -793 -5665
일반음식점,압구정 봉구비어,경기도 하남시 신장로 188 (덕풍동 1층),
일반음식점,송엘림치킨,경기도 하남시 수리북로 29 (덕풍동),031 -795 -1182
일반음식점,백년장어,경기도 하남시 수리북로 22 (덕풍동), 031- 796-7892
일반음식점,주양돈까스 나라,경기도 하남시 미사강변한강로334번길 20  1층 (망월동),  02- 428-5393
일반음식점,서경일식,경기도 하남시 초광로 281 (초이동 2층),  02- 444-9445
일반음식점,유촌,경기도 하남시 하남대로 990  로얄팰리스 테크노1차 1층 119 120호 (풍산동),031 -792 -9422
일반음식점,유정식당,경기도 하남시 수리북로 13-1 (덕풍동  390-7 (1층)),031 -793 -1511
일반음식점,대구 왕 뽈찜,경기도 하남시 하남대로 622 (천현동 (1층)),031 -792 -9524
일반음식점,삽교 막창,경기도 하남시 신장로 97-1 (신장동 (1층)),031 -793 -6092
일반음식점,홀려버린닭,경기도 하남시 덕풍서로 45  101호 (덕풍동  꽃뫼마을상가),031 -795 -7965
일반음식점,JJ카페,경기도 하남시 신장로 133-1  2층 (덕풍동),031 -795 -9322
일반음식점,언덕위의 오리집,경기도 하남시 신평로55번길 31  1층 101호 (덕풍동),031 -796 -5225
일반음식점,요기소 먹으면 돼지,경기도 하남시 신장1로 14-1 (신장동 (1층)),031 -795 -1795
일반음식점,싱싱오리 전문점,경기도 하남시 신장1로15번길 66  1층 (신장동),031 -792 -5269
일반음식점,어도회포차,경기도 하남시 신장로 197  1층 (덕풍동),031 -794 -7282
일반음식점,해장국포차,경기도 하남시 신장1로9번길 48  1층 (신장동),031 -792 -3221
일반음식점,붐 초밥,경기도 하남시 조정대로 150 (덕풍동 아이테코 지하1층 RB127호),031 -790 -4455
일반음식점,황금성,경기도 하남시 서하남로 555-5 (교산동 (1층)),031 -796 -8221
일반음식점,한솥도시락(하남아이테코점),경기도 하남시 조정대로 150 (덕풍동 아이테코 지하1층 RB108호),031 -790 -0650
일반음식점,하남아이테코 굴마을낙지촌,경기도 하남시 조정대로 150 (덕풍동 아이테코 지하1층 RB121호),031 -790 -1699
일반음식점,이도수두마리치킨,경기도 하남시 하남대로 791  1층 (신장동),031 -794 -1441
일반음식점,가배,경기도 하남시 월호로 44 (덕풍동 (1층)),031 -791 -6886
일반음식점,놀부 보쌈족발 & 놀부 부대찌개 하남점,경기도 하남시 조정대로 150 (덕풍동 아이테코 지하1층 RB131호),031 -790 -1551
일반음식점,제주흑돈,경기도 하남시 조정대로 150 (덕풍동 아이테코 지하1층 RB 129호),031 -790 -1789
일반음식점,황금한식뷔페,경기도 하남시 조정대로 150 (덕풍동 아파트형공장 아이테코 지하1층 RB125 126호),031 -790 -1376
일반음식점,(주)호수에프엔비,경기도 하남시 초이로92번길 16-22 (초이동 (1층)),02  -3401-6900
일반음식점,하남돈까스,경기도 하남시 조정대로 45  미사센텀비즈 1층 R146 R147호 (풍산동),031 -790 -0778
일반음식점,동근이숯불두마리치킨(하남풍산점),경기도 하남시 조정대로 150 (덕풍동 아파트형공장 ITECO 지하1층 RB107호),031 -790 -4440
일반음식점,썬더치킨(하남덕풍점),경기도 하남시 덕풍북로 70-1  휴먼시아꽃뫼마을1단지 상가동 1층 105호 (덕풍동),031 -794 -2292
일반음식점,궁,경기도 하남시 하남대로784번안길 6  1층 일부호 (신장동),031 -792 -8525
일반음식점,ECO커피숍,경기도 하남시 서하남로43번길 36 (감북동 (지하1층)),  02-475 -1736
일반음식점,파크프렌드(경정관람동식당),경기도 하남시 미사대로 505  1층 (미사동),031 -790 -8409
일반음식점,흰구름,경기도 하남시 서하남로451번길 11 (춘궁동 (1 2층)),031 -792 -0455
일반음식점,포차 탕탕,경기도 하남시 수리북로27번길 6 (덕풍동 (1층)),031 -795 -4111
일반음식점,나주개미집,경기도 하남시 학암로 52 (감이동 (1층)),02  -400 -8709
일반음식점,올때갈때,경기도 하남시 학암로 15  1층 (학암동),02  -408 -5355
일반음식점,육해공,경기도 하남시 수리북로 26 (덕풍동 (1층)),
일반음식점,소박사,경기도 하남시 서하남로48번길 15 (감북동 (1층)),   0-2473-8989
일반음식점,경포집,경기도 하남시 하남대로787번길 73 (신장동 외 3필지(1층)),031 -791 -0422
일반음식점,지호한방삼계탕 하남 직영점,경기도 하남시 하남대로 995 (풍산동  1 2층),031 -795 -9996
일반음식점,장수두부,경기도 하남시 학암로 15-1  1층 (학암동),
일반음식점,멸치국수,경기도 하남시 하남대로 795  나동 (신장동 (1층)),031 -796 -9986
일반음식점,박주부 돼지집,경기도 하남시 하남대로784번안길 5 (신장동),031 - 793-0188
일반음식점,도네누 하남점,경기도 하남시 신장로 103-1 (신장동),031 -8028-9893
일반음식점,한우궁딜리버리,경기도 하남시 수리북로 12-1 (덕풍동 (1층)),031 -793 -3357
일반음식점,마호가니,경기도 하남시 하남대로784번길 16 (신장동 1층),031 -791 -5438
일반음식점,방구리 순대국,경기도 하남시 감일로 15  나동 1층 (감일동),02  -407 -8884
일반음식점,피자마루,경기도 하남시 신평로 46 (신장동 1층), 031- 791-9900
일반음식점,옛날참숯왕소금구이,경기도 하남시 하남대로 703 (천현동),031 -796 -9232
일반음식점,파티파티출장부페,경기도 하남시 서하남로12번길 67 (감북동 외1필지 1층),  02-423 -5534
일반음식점,시골집,경기도 하남시 수리북로 5-3 (덕풍동 (1층)),031 -793 -8859
일반음식점,벌봉돈까스,경기도 하남시 하남대로 169 (상산곡동 (1층)),031 -795 -3863
일반음식점,한남쭈꾸미,경기도 하남시 하남대로 636 (천현동   452-7 (1층)),031 -792 -1600
일반음식점,920숙성회,경기도 하남시 하남대로801번길 25  1층 (신장동), 031- 796-6665
일반음식점,웰빙스낵,경기도 하남시 신장로 156 (덕풍동 601호),031 -793 -5962
일반음식점,경희 호프,경기도 하남시 신장1로 16 (신장동 1층),031 -793 -0340
일반음식점,자담치킨 하남신장점,경기도 하남시 대청로59번길 24  1층 101호 (신장동), 031- 793-9002
일반음식점,하남골 흑염소요리 전문점,경기도 하남시 샘재로 20 (교산동 1층),031 -793 -0172
일반음식점,간장게장 영광굴비,경기도 하남시 신장로136번길 24 (덕풍동 1층),031 -795 -7525
일반음식점,하남풍산점 굽네치킨,경기도 하남시 덕풍동로 111-10  트윈렉스1 A동 1층 113 114호 (덕풍동), 031- 792-9290
일반음식점,신안감자탕,경기도 하남시 대청로116번길 59  지층 29호 (창우동  신안아파트주상가), 031- 791- 947
일반음식점,갓갈비,경기도 하남시 신장로 130-4  1층 (덕풍동), 031- 794-5251
일반음식점,콩쥐팥칼국수,경기도 하남시 신장1로 31-1  지층 (신장동),031 -791 -7213
일반음식점,비에이치씨 미사역점,경기도 하남시 미사강변중앙로 161  미사파크뷰 1층 119호 120호 (망월동),031 -792 -9892
일반음식점,혹그집식당,경기도 하남시 대성로319번길 32  1층 (덕풍동),031 -793 -1008
일반음식점,권현숙의 미사리 팔당냉면 란주도삭면,경기도 하남시 서하남로 364 (춘궁동 (1층)),031 -793 -6869
일반음식점,카페 오마르,경기도 하남시 하남대로198번길 10 (상산곡동 외1필지(1층)),031 -793 -5484
일반음식점,60계 신장점,경기도 하남시 하남유니온로 70  상가동 1층 106호 (신장동  하남유니온시티에일린의뜰), 031- 793-0955
일반음식점,위니드밥(We need Bab),경기도 하남시 미사강변한강로 135  미사강변 스카이폴리스 다동 2층 239~244호 (망월동),0507-1496-0455
일반음식점,이진항,경기도 하남시 신장1로 36 (신장동 (1층)),031 -794 -9477
일반음식점,고골칼국수,경기도 하남시 고골로 286 (상사창동 (1층)),031 -794 -0163
일반음식점,육쌈냉면 하남점,경기도 하남시 신평로 62  1층 (신장동),031 -791 -2284
일반음식점,덕풍한돈한우정육식당,경기도 하남시 수리북로 30  1층 (덕풍동),031 - 794-4709
일반음식점,엄마손 돈가스,경기도 하남시 신장로136번길 24 (덕풍동 (1층)),031 -793 -7707
일반음식점,카페  오월,경기도 하남시 하남대로784번안길 3 (신장동 1층),031 -795 -9607
일반음식점,꿀미트,경기도 하남시 신장동로140번길 12 (신장동 외1필지 (1 2층)),031 -794 -4563
일반음식점,경성순대국,경기도 하남시 신장1로9번길 48 (신장동 (1층)),031 -791 -6621
일반음식점,산꼼장어,경기도 하남시 하남대로801번길 36 (신장동 외1필지(1층)),031 -791 -3677
일반음식점,옛날전통추어탕,경기도 하남시 신평로 84 (신장동 외1필지(1층)),031 -794 -9977
일반음식점,나섬푸드고매출장연회,경기도 하남시 서하남로47번길 139-8 (감북동 (1층)),02  -578 -8899
일반음식점,산사랑,경기도 하남시 학암로 13 (학암동 (1층)),02  -404 -9354
일반음식점,아라치 덕풍점,경기도 하남시 수리북로39번길 29  1층 (덕풍동),031 -796 -9265
일반음식점,통닭몰,경기도 하남시 덕풍동로 53 (덕풍동 외2필지(1층)),031 -794 -2122
일반음식점,달구지,경기도 하남시 하남대로801번길 51 (신장동 (1층)),031 -792 -3902
일반음식점,사계명가 한돈한우(No 9),경기도 하남시 미사강변중앙로 226  우성르보아파크 1층 111호 (망월동),
일반음식점,홍천국시 메밀무침,경기도 하남시 수리북로 33 (덕풍동 외3필지(1층)),031 -792 -1109
일반음식점,옴서감서 가정식백반식당,경기도 하남시 덕풍동로 60  1층 104호 (덕풍동  참아름(아)상가),031 -794 -7954
일반음식점,현림케이터링,경기도 하남시 초이로 77-18  1층 (초이동),02  -501 -9293
일반음식점,카츠안'스,경기도 하남시 신장1로33번길 12 (신장동 (1층)),031 -795 -7672
일반음식점,서부 정육식당,경기도 하남시 초이로 50 (초이동 (1층)),02  -451 -9404
일반음식점,종로김밥(하남풍산점),경기도 하남시 덕풍동로 111-21 (덕풍동 KNMall 113호),031 -793 -1204
일반음식점,본죽&비빔밥 하남풍산역점,경기도 하남시 덕풍동로 111-15 (덕풍동 리치플러스하남센터 112호),031 -796 -6261
일반음식점,찰스치킨,경기도 하남시 덕산로 16  1층 (덕풍동),031 -794 -6492
일반음식점,동문,경기도 하남시 천호대로 1442 (초이동 (1층)),  02- 428-9292
일반음식점,이모네,경기도 하남시 신장1로21번길 47 (신장동 (1층)),031 -791 -5130
일반음식점,다담씨에스,경기도 하남시 초이로4번길 60-27 (초이동 (1층)),070 -7781-9909
일반음식점,자올,경기도 하남시 산곡동로 35  1  지층 (하산곡동),031 -794 -9595
일반음식점,이흥선 참치,경기도 하남시 하남대로 796 (신장동 (1층)), 031- 796-0886
일반음식점,우리한우셀프,경기도 하남시 대청로 119  111호 (창우동  부영아파트상가), 031- 796-3875
일반음식점,더까페하남점,경기도 하남시 천현로134번길 3 (천현동 (1층)),031 -791 -9954
일반음식점,금강산 감자탕,경기도 하남시 검단산로218번길 20  1층 일부호 (창우동),031 -794 -1020
일반음식점,몽촌토성 보리밥 손 칼국수,경기도 하남시 월호로 48-7 (덕풍동 (1층)),031 -796 -0636
일반음식점,소청도 양꼬치,경기도 하남시 신장1로9번길 30 (신장동 (1층)),031 -796 -6662
일반음식점,우현수산,경기도 하남시 하남대로 1043-27  2층 202 203호 (풍산동),031 -796 -0531
일반음식점,먹어봐뒷고기,경기도 하남시 신평로 42  1층 (덕풍동),031 -794 -4454
일반음식점,후다다닭,경기도 하남시 대청로 50-1  백송한신아파트 상가동 1층 023호 (신장동), 031- 796-4788
일반음식점,문쉐프의 고기국수,경기도 하남시 신장1로9번길 48-10 (신장동),031 -795 -3069
일반음식점,홍가 갈비,경기도 하남시 신장로136번길 10 (덕풍동 (1층)), 031- 793-1225
일반음식점,하남순대국 주식회사,경기도 하남시 하남대로801번길 65 (신장동 죠스테크빌 114호),031 -794 -9491
일반음식점,그랜드 산장,경기도 하남시 검단산로 211  1층 일부호 (창우동),031 -796 -4580
일반음식점,영구스피자&푸드 하남점,경기도 하남시 하남대로784번길 16  1층 (신장동),031 -792 -0912
일반음식점,대식이네,경기도 하남시 미사대로 1025 (배알미동 (1층)),031 -793 -5697
일반음식점,새마을식당,경기도 하남시 신장1로34번길 13 (신장동 (1층)),031 -794 -1486
일반음식점,그린족발,경기도 하남시 수리북로 18 (덕풍동 (1층)),031 -794 -6568
일반음식점,시골집밥상,경기도 하남시 하남대로 548 (천현동 1층), 031- 792-2586
일반음식점,하남 민물 매운탕,경기도 하남시 산곡동로 9  2층 일부호 (하산곡동),031 -794 -7829
일반음식점,비비큐 풍산행복점,경기도 하남시 덕풍북로 249 (덕풍동),031 -792 -9268
일반음식점,훈이네연탄구이,경기도 하남시 신장동로140번길 12 (신장동 외1필지(1층)),031 -796 -4226
일반음식점,거진항,경기도 하남시 하남대로761번길 10 (신장동 (1층)),031 -795 -4305
일반음식점,백년곰탕(본점),경기도 하남시 검단산로 283  2층 일부호 (창우동),031 -796 -2570
일반음식점,청보리 낙지마당,경기도 하남시 검단산로 209  1층 (창우동), 031- 796-1566
일반음식점,두리기,경기도 하남시 신장1로9번길 57-5  1층 (신장동),031 -791 -1183
일반음식점,강계봉진막국수,경기도 하남시 하남대로 191  2층 (상산곡동),031 -793 -8326
일반음식점,아구타운,경기도 하남시 신장동로140번길 39 (신장동 (1층)),031 -793 -3323
일반음식점,신안아구찜,경기도 하남시 하남대로784번안길 12 (신장동 (1층)),031 -794 -0190
일반음식점,집밥&탕,경기도 하남시 조정대로 150 (덕풍동  아이테코 지하1층 RB120호),031 -792 -6009
일반음식점,부자네,경기도 하남시 신장1로9번길 55  1층 (신장동),031 -791 -9942
일반음식점,주식회사 고덕푸드,경기도 하남시 초이로44번길 22  1층 (초이동), 02 -429 -5989
일반음식점,근고기,경기도 하남시 대청로59번길 46 (신장동 (1층)),031 -793 -5889
일반음식점,산사모, ,02  -400 -0442
일반음식점,백년가,경기도 하남시 서하남로 120  2층 (감일동),02  -473 -8668
일반음식점,교산가마솥밥 한상,경기도 하남시 서하남로418번길 37-35  2층 (춘궁동),031 - 796-1736
일반음식점,양지곱창,경기도 하남시 수리북로 15 (덕풍동 외2필지(1층)), 031- 795-1936
일반음식점,고여사네,경기도 하남시 미사강변한강로 155  미사강변 SK V1 center 1층 근생 131의 일부호 (망월동),
일반음식점,하늘을 나는 칼국수,경기도 하남시 하남대로776번길 57  1층 (신장동), 031- 793-9695
일반음식점,마라공방,경기도 하남시 하남대로 806  새하남빌딩 1층 일부호 (신장동),031 -796 -8008
일반음식점,판다중식,경기도 하남시 하남대로 815 (신장동 명지캐럿 108(103호)), 031- 792-2830
일반음식점,오마이치킨,경기도 하남시 더우개로 37 (신장동 (1층)), 031- 795-5577
일반음식점,황제짜장,경기도 하남시 감초로 69 (감북동),  02- 487-4123
일반음식점,안면도 생바지락칼국수,경기도 하남시 수리북로 22 (덕풍동 (1층)), 031- 794-6967
일반음식점,돈까스클럽,경기도 하남시 서하남로 458  1층 (춘궁동), 031- 795-6180
일반음식점,플로스 파트2(FLOS.PART2),경기도 하남시 월호로 54  1층 (덕풍동), 031- 792-0247
일반음식점,레드캣,경기도 하남시 대청로 38 (신장동 (지하1층)),031 - 792-8528
일반음식점,고기싸롱,경기도 하남시 하남대로 851 (덕풍동),031 - 794-4168
일반음식점,토성,경기도 하남시 대성로 51 (항동 (가동 1층)), 031-791 -8623
일반음식점,철판야채곱창,경기도 하남시 신장로 151 (덕풍동 대동피렌체 114호),031 - 794-7441
일반음식점,예가원,경기도 하남시 하남대로855번길 72  1층 (덕풍동),031 - 793-8922
일반음식점,웰빙한식,경기도 하남시 신장로 156  602호 (덕풍동  하남프라자),031 -793 -3360
일반음식점,한우소머리국밥,경기도 하남시 신장로184번길 16 (덕풍동 (1층)),031 -795 -0347
일반음식점,라이브벤치,경기도 하남시 하남대로 763 (신장동 (2층)),031 -796 -8253
일반음식점,마방집Ⅱ,경기도 하남시 하남대로 678 (천현동 (1층)), 031- 791-0011
일반음식점,훈이네곱창,경기도 하남시 신장로 174 (덕풍동 (1층)), 031- 795-9946
일반음식점,광희식당,경기도 하남시 산곡동로 87  1층 (하산곡동),031 -793 -6572
일반음식점,장수감자탕,경기도 하남시 신장로 164 (덕풍동 (1층)),031 - 795-0063
일반음식점,7080포차,경기도 하남시 수리북로 22 (덕풍동 (1층)),031 - 796-6630
일반음식점,라포레,경기도 하남시 검단산로186번길 46-7 (창우동 (1 2층)), 031- 793-2020
일반음식점,a TOP 호프,경기도 하남시 신장로 176 (덕풍동 (1층)),031 - 791-8027
일반음식점,채플린,경기도 하남시 하남대로787번길 73 (신장동 외3필지 (1층)),031 -795 -0181
일반음식점,옛날그집,경기도 하남시 신장1로15번안길 19  1층 (신장동),031 - 795-0222
일반음식점,도끼통닭 하남점,경기도 하남시 덕풍공원로 42-5 (덕풍동 (1층)), 031- 795-1192
일반음식점,시드니,경기도 하남시 미사동로37번길 22 (미사동 (지하1층 1~3층)),031 -791 -7652
일반음식점,왕비성,경기도 하남시 검단산로 228 (창우동 (1 2층)),031 -792 -7488
일반음식점,홍천 숯불 닭갈비,경기도 하남시 신평로61번길 12  1층 (신장동),031 -792 -2560
일반음식점,팔미원,경기도 하남시 신장1로15번길 74 (신장동 (1층)),031 -796 -5655
일반음식점,벌떼어시장,경기도 하남시 신장로 160 (덕풍동 (1층)),031 -794 -5971
일반음식점,전주감자탕,경기도 하남시 신장로 90 (신장동),031 -795 -8992
일반음식점,노랑통닭 하남덕풍점,경기도 하남시 신평로55번길 22 (덕풍동 외2필지(1층)), 031- 795-9033
일반음식점,미사리 밀빛 초계국수,경기도 하남시 미사대로 608  1  2층 (덕풍동),031 -794 -0337
일반음식점,풍물 옹심이메밀칼국수,경기도 하남시 신장로 189  1층 (덕풍동), 031- 790-1930
일반음식점,소담 가정식 백반,경기도 하남시 하남대로777번길 32 (신장동 (1층)), 031- 795-8963
일반음식점,장수추어탕,경기도 하남시 하남대로801번길 29 (신장동 (1층)), 031- 794-6372
일반음식점,깜보,경기도 하남시 하남대로855번길 50 (덕풍동 (1층)), 031- 795-8518
일반음식점,네네치킨,경기도 하남시 하남대로855번길 56  1층 (덕풍동), 031- 796-3808
일반음식점,e참치명가,경기도 하남시 신장로 104 (신장동 성원상떼빌 120호  121호), 031- 791-5885
일반음식점,동대문곱창,경기도 하남시 신장로136번길 23 (덕풍동 (1층)), 031- 699-1343
일반음식점,한맛,경기도 하남시 수리북로 30  1층 (덕풍동), 031- 793-3075
일반음식점,김밥천국,경기도 하남시 신장로 200 (덕풍동 (1층)), 031- 796-1134
일반음식점,참맛깔곱창순대국,경기도 하남시 대청로21번길 29 (신장동 (1층)), 031- 791-5777
일반음식점,산곡민물매운탕·어탕칼국수,경기도 하남시 하남대로 183 (상산곡동 (1층)),031 -796 -0649
일반음식점,유일뷔페,경기도 하남시 초이로4번길 60-8 (초이동 (1층)),  02- 429-8182
일반음식점,장충동한방족발,경기도 하남시 수리북로 26 (덕풍동 (1층)), 031- 794-5912
일반음식점,소박사네 숯불구이,경기도 하남시 하남대로 785 (신장동 (1 2 3층)), 031- 796-5335
일반음식점,피자캣,경기도 하남시 수리북로 23  1층 (덕풍동), 031- 791-9285
일반음식점,이성산칼국수,경기도 하남시 초일로174번길 21 (초일동 외1필지(다동1층  라동1층)), 031- 791-1946
일반음식점,하남 숯불 닭갈비,경기도 하남시 미사동로40번길 130 (미사동 (1층)), 031- 796-0027
일반음식점,전라도집,경기도 하남시 신장1로9번길 57-5 (신장동 (1층)), 031- 795-7328
일반음식점,수릿골,경기도 하남시 신장로 177  2층 (덕풍동), 031- 791-1717
일반음식점,소문난생만두,경기도 하남시 역말로 30 (덕풍동 (1층)),031 -669 -7076
일반음식점,대교집,경기도 하남시 검단산로 342 (창우동 (1층)), 031- 791-6740
일반음식점,황금포차,경기도 하남시 수리북로22번길 6  1층 (덕풍동), 031- 797-5971
일반음식점,추닭집,경기도 하남시 신평로 76-1 (신장동 (1층)),031 -794 -9271
일반음식점,쌍다리포차,경기도 하남시 하남대로 791  1층 (신장동),
일반음식점,본죽&비빔밥(덕풍점),경기도 하남시 신장로 151 (덕풍동 대동피렌체 105호), 031- 791-5222
